Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2025-03-07,Dumbbell Hammer Curl,Biceps,14.0,kgs,7,,,
2025-03-12,Seated Leg Press (Quad Focus),Legs,67.0,kgs,6,,,
2025-03-12,Seated Leg Press (Quad Focus),Legs,67.0,kgs,6,,,
2025-03-12,Seated Leg Press (Quad Focus),Legs,67.0,kgs,6,,,
2025-03-12,Seated Leg Press (Quad Focus),Legs,57.0,kgs,6,,,
2025-03-12,Leg Press,Legs,120.0,kgs,5,,,
2025-03-12,Leg Press,Legs,160.0,kgs,5,,,
2025-03-12,Leg Press,Legs,160.0,kgs,5,,,
2025-03-12,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-03-12,Leg Extension Machine,Legs,52.0,kgs,7,,,
2025-03-12,Leg Extension Machine,Legs,52.0,kgs,7,,,
2025-03-12,Barbell Glute Bridge,Legs,50.0,kgs,6,,,
2025-03-12,Barbell Glute Bridge,Legs,50.0,kgs,6,,,
2025-03-12,Barbell Glute Bridge,Legs,50.0,kgs,6,,,
2025-03-12,Lying Leg Curl Machine,Legs,45.0,kgs,7,,,
2025-03-12,Lying Leg Curl Machine,Legs,45.0,kgs,7,,,
2025-03-12,Lying Leg Curl Machine,Legs,45.0,kgs,7,,,
2025-03-12,Barbell Calf Raise,Legs,73.0,kgs,10,,,
2025-03-12,Barbell Calf Raise,Legs,86.0,kgs,10,,,
2025-03-12,Barbell Calf Raise,Legs,86.0,kgs,10,,,
2025-03-14,Incline Barbell Bench Press,Chest,30.0,kgs,8,,,
2025-03-14,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-03-14,Incline Barbell Bench Press,Chest,40.0,kgs,7,,,
2025-03-14,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-03-14,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-03-14,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-03-14,Flat Machine Bench Press,Chest,40.0,kgs,6,,,
2025-03-14,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-03-14,Seated Machine Fly,Chest,45.0,kgs,9,,,
2025-03-14,Seated Machine Fly,Chest,45.0,kgs,9,,,
2025-03-14,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-03-14,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-03-14,Front Dumbbell Raise,Shoulders,16.3,kgs,8,,,
2025-03-14,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-03-14,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-03-14,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-03-14,Cable Overhead Triceps Extension,Triceps,18.0,kgs,10,,,
2025-03-14,Cable Overhead Triceps Extension,Triceps,23.0,kgs,10,,,
2025-03-14,Cable Overhead Triceps Extension,Triceps,27.0,kgs,8,,,
2025-03-14,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-03-14,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-03-14,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-03-15,Neutral Lat Pulldown,Back,52.0,kgs,8,,,
2025-03-15,Neutral Lat Pulldown,Back,54.3,kgs,8,,,
2025-03-15,Neutral Lat Pulldown,Back,54.3,kgs,7,,,
2025-03-15,Chest Supported Row,Back,52.0,kgs,10,,,
2025-03-15,Chest Supported Row,Back,54.3,kgs,8,,,
2025-03-15,Chest Supported Row,Back,54.3,kgs,8,,,
2025-03-15,Seated Wide Grip Row,Back,45.0,kgs,7,,,
2025-03-15,Seated Wide Grip Row,Back,45.0,kgs,7,,,
2025-03-15,Seated Wide Grip Row,Back,45.0,kgs,7,,,
2025-03-15,Cable Face Pull,Shoulders,32.0,kgs,10,,,
2025-03-15,Cable Face Pull,Shoulders,36.0,kgs,8,,,
2025-03-15,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-03-15,Reverse Cable Flys,Shoulders,11.3,kgs,9,,,
2025-03-15,Reverse Cable Flys,Shoulders,9.0,kgs,8,,,
2025-03-15,Standing Bayesian Cable Curl,Biceps,18.0,kgs,9,,,
2025-03-15,Standing Bayesian Cable Curl,Biceps,18.0,kgs,8,,,
2025-03-15,Standing Bayesian Cable Curl,Biceps,18.0,kgs,8,,,
2025-03-15,EZ-Bar Preacher Curl,Biceps,27.0,kgs,7,,,
2025-03-15,EZ-Bar Preacher Curl,Biceps,27.0,kgs,7,,,
2025-03-15,EZ-Bar Preacher Curl,Biceps,27.0,kgs,6,,,
2025-03-15,Reverse Cable Flys,Shoulders,9.0,kgs,6,,,
2025-03-16,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,
2025-03-16,Flat Barbell Bench Press,Chest,50.0,kgs,4,,,
2025-03-16,Flat Barbell Bench Press,Chest,45.0,kgs,5,,,
2025-03-16,Flat Barbell Bench Press,Chest,45.0,kgs,5,,,
2025-03-16,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,6,,,
2025-03-16,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,7,,,
2025-03-16,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,6,,,
2025-03-16,Cable Flys,Chest,11.0,kgs,10,,,
2025-03-16,Cable Flys,Chest,11.0,kgs,9,,,
2025-03-16,Cable Flys,Chest,11.0,kgs,10,,,
2025-03-16,Cable Lateral Raise,Shoulders,11.0,kgs,8,,,
2025-03-16,Cable Lateral Raise,Shoulders,11.0,kgs,9,,,
2025-03-16,Cable Lateral Raise,Shoulders,11.0,kgs,9,,,
2025-03-16,Cable Overhead Triceps Extension,Triceps,23.0,kgs,13,,,
2025-03-16,Cable Overhead Triceps Extension,Triceps,23.0,kgs,10,,,
2025-03-16,Cable Overhead Triceps Extension,Triceps,27.0,kgs,8,,,
2025-03-16,Rope Push Down,Triceps,27.0,kgs,10,,,
2025-03-16,Rope Push Down,Triceps,27.0,kgs,8,,,
2025-03-16,Rope Push Down,Triceps,27.0,kgs,8,,,
2025-03-19,Pull Up,Back,61.0,kgs,6,,,
2025-03-19,Pull Up,Back,63.6,kgs,6,,,
2025-03-19,Pull Up,Back,63.6,kgs,5,,,
2025-03-19,Pull Up,Back,63.6,kgs,6,,,
2025-03-19,Seated Cable Row,Back,52.0,kgs,8,,,
2025-03-19,Seated Cable Row,Back,59.0,kgs,7,,,
2025-03-19,Seated Cable Row,Back,59.0,kgs,7,,,
2025-03-19,Chin Up,Back,45.0,kgs,8,,,
2025-03-19,Chin Up,Back,45.0,kgs,8,,,
2025-03-19,Chin Up,Back,45.0,kgs,8,,,
2025-03-19,Rear Delt Machine Fly,Shoulders,52.0,kgs,8,,,
2025-03-19,Rear Delt Machine Fly,Shoulders,52.0,kgs,7,,,
2025-03-19,Rear Delt Machine Fly,Shoulders,52.0,kgs,7,,,
2025-03-19,Rear Delt Machine Fly,Shoulders,52.0,kgs,7,,,
2025-03-19,EZ-Bar Curl,Biceps,32.0,kgs,9,,,
2025-03-19,EZ-Bar Curl,Biceps,32.0,kgs,9,,,
2025-03-19,EZ-Bar Curl,Biceps,32.0,kgs,9,,,
2025-03-19,Dumbbell Hammer Curl,Biceps,14.0,kgs,7,,,
2025-03-19,Dumbbell Hammer Curl,Biceps,14.0,kgs,8,,,
2025-03-19,Dumbbell Hammer Curl,Biceps,14.0,kgs,8,,,
2025-03-21,Seated Leg Press (Quad Focus),Legs,67.0,kgs,8,,,
2025-03-21,Seated Leg Press (Quad Focus),Legs,67.0,kgs,8,,,
2025-03-21,Seated Leg Press (Quad Focus),Legs,67.0,kgs,8,,,
2025-03-21,Seated Leg Press (Quad Focus),Legs,67.0,kgs,8,,,
2025-03-21,Leg Press,Legs,160.0,kgs,5,,,
2025-03-21,Leg Press,Legs,160.0,kgs,6,,,
2025-03-21,Leg Press,Legs,160.0,kgs,6,,,
2025-03-21,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-03-21,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-03-21,Leg Extension Machine,Legs,52.0,kgs,7,,,
2025-03-21,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-03-21,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-03-21,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-03-21,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-03-21,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-03-21,Lying Leg Curl Machine,Legs,45.0,kgs,6,,,
2025-03-21,Barbell Calf Raise,Legs,86.0,kgs,10,,,
2025-03-21,Barbell Calf Raise,Legs,86.0,kgs,10,,,
2025-03-21,Barbell Calf Raise,Legs,86.0,kgs,10,,,
2025-03-22,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-03-22,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-03-22,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-03-22,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-03-22,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-03-22,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-03-22,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-03-22,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-03-22,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-03-22,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-03-22,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-03-22,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-03-22,Front Dumbbell Raise,Shoulders,16.3,kgs,8,,,
2025-03-22,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-03-22,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-03-22,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-03-22,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-03-22,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-03-22,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-03-22,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-03-22,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-03-22,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-03-26,Neutral Lat Pulldown,Back,60.0,kgs,7,,,
2025-03-26,Neutral Lat Pulldown,Back,60.0,kgs,7,,,
2025-03-26,Neutral Lat Pulldown,Back,60.0,kgs,6,,,
2025-03-26,Chest Supported Row,Back,54.3,kgs,8,,,
2025-03-26,Chest Supported Row,Back,54.3,kgs,8,,,
2025-03-26,Chest Supported Row,Back,54.3,kgs,8,,,
2025-03-26,Seated Wide Grip Row,Back,45.0,kgs,7,,,
2025-03-26,Seated Wide Grip Row,Back,45.0,kgs,7,,,
2025-03-26,Seated Wide Grip Row,Back,45.0,kgs,7,,,
2025-03-26,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-03-26,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-03-26,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-03-26,Reverse Cable Flys,Shoulders,9.0,kgs,7,,,
2025-03-26,Reverse Cable Flys,Shoulders,9.0,kgs,8,,,
2025-03-26,Reverse Cable Flys,Shoulders,9.0,kgs,5,,,
2025-03-26,Standing Bayesian Cable Curl,Biceps,18.0,kgs,10,,,
2025-03-26,Standing Bayesian Cable Curl,Biceps,18.0,kgs,10,,,
2025-03-26,Standing Bayesian Cable Curl,Biceps,18.0,kgs,9,,,
2025-03-26,EZ-Bar Preacher Curl,Biceps,27.0,kgs,8,,,
2025-03-26,EZ-Bar Preacher Curl,Biceps,27.0,kgs,8,,,
2025-03-26,EZ-Bar Preacher Curl,Biceps,27.0,kgs,7,,,
2025-04-03,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,
2025-04-03,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,
2025-04-03,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,
2025-04-03,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,
2025-04-03,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,6,,,
2025-04-03,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,7,,,
2025-04-03,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,7,,,
2025-04-03,Cable Flys,Chest,11.0,kgs,10,,,
2025-04-03,Cable Flys,Chest,11.0,kgs,9,,,
2025-04-03,Cable Flys,Chest,11.0,kgs,10,,,
2025-04-03,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-03,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-03,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-03,Cable Overhead Triceps Extension,Triceps,27.0,kgs,11,,,
2025-04-03,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-03,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-03,Rope Push Down,Triceps,27.0,kgs,9,,,
2025-04-03,Rope Push Down,Triceps,27.0,kgs,9,,,
2025-04-03,Rope Push Down,Triceps,27.0,kgs,9,,,
2025-04-06,Pull Up,Back,63.3,kgs,6,,,
2025-04-06,Pull Up,Back,63.6,kgs,6,,,
2025-04-06,Pull Up,Back,63.6,kgs,6,,,
2025-04-06,Pull Up,Back,63.6,kgs,6,,,
2025-04-06,Seated Cable Row,Back,52.0,kgs,8,,,
2025-04-06,Seated Cable Row,Back,59.0,kgs,7,,,
2025-04-06,Seated Cable Row,Back,59.0,kgs,7,,,
2025-04-06,Chin Up,Back,45.0,kgs,9,,,
2025-04-06,Chin Up,Back,45.0,kgs,9,,,
2025-04-06,Chin Up,Back,45.0,kgs,9,,,
2025-04-06,Rear Delt Machine Fly,Shoulders,52.0,kgs,8,,,
2025-04-06,Rear Delt Machine Fly,Shoulders,52.0,kgs,8,,,
2025-04-06,Rear Delt Machine Fly,Shoulders,52.0,kgs,8,,,
2025-04-06,Rear Delt Machine Fly,Shoulders,52.0,kgs,7,,,
2025-04-06,EZ-Bar Curl,Biceps,32.0,kgs,9,,,
2025-04-06,EZ-Bar Curl,Biceps,32.0,kgs,9,,,
2025-04-06,EZ-Bar Curl,Biceps,32.0,kgs,9,,,
2025-04-06,Dumbbell Hammer Curl,Biceps,14.0,kgs,7,,,
2025-04-06,Dumbbell Hammer Curl,Biceps,14.0,kgs,8,,,
2025-04-06,Dumbbell Hammer Curl,Biceps,14.0,kgs,8,,,
2025-04-07,Seated Leg Press (Quad Focus),Legs,67.0,kgs,8,,,
2025-04-07,Seated Leg Press (Quad Focus),Legs,77.0,kgs,8,,,
2025-04-07,Seated Leg Press (Quad Focus),Legs,77.0,kgs,6,,,
2025-04-07,Seated Leg Press (Quad Focus),Legs,77.0,kgs,7,,,
2025-04-07,Leg Press,Legs,160.0,kgs,6,,,
2025-04-07,Leg Press,Legs,160.0,kgs,6,,,
2025-04-07,Leg Press,Legs,160.0,kgs,6,,,
2025-04-07,Leg Extension Machine,Legs,45.0,kgs,8,,,
2025-04-07,Leg Extension Machine,Legs,45.0,kgs,8,,,
2025-04-07,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-04-07,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-04-07,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-04-07,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-04-07,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-04-07,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-04-07,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-04-07,Barbell Calf Raise,Legs,93.0,kgs,10,,,
2025-04-07,Barbell Calf Raise,Legs,100.0,kgs,8,,,
2025-04-07,Barbell Calf Raise,Legs,100.0,kgs,8,,,
2025-04-09,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-09,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-09,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-09,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-09,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-09,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-09,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-09,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-09,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-09,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-09,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-04-09,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-04-09,Front Dumbbell Raise,Shoulders,16.3,kgs,8,,,
2025-04-09,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-09,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-09,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-09,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-09,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-09,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-09,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-04-09,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-04-09,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-04-14,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-14,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-14,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-14,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-14,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-14,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-14,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-14,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-14,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-14,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-14,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-04-14,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-04-14,Front Dumbbell Raise,Shoulders,16.3,kgs,8,,,
2025-04-14,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-14,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-14,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-14,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-14,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-14,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-14,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-04-14,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-04-14,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-04-18,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,
2025-04-18,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,
2025-04-18,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,
2025-04-18,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,
2025-04-18,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,8,,,
2025-04-18,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,8,,,
2025-04-18,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,8,,,
2025-04-18,Cable Flys,Chest,11.0,kgs,11,,,
2025-04-18,Cable Flys,Chest,14.0,kgs,8,,,
2025-04-18,Cable Flys,Chest,14.0,kgs,8,,,
2025-04-18,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-18,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-18,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-18,Cable Overhead Triceps Extension,Triceps,27.0,kgs,12,,,
2025-04-18,Cable Overhead Triceps Extension,Triceps,32.0,kgs,8,,,
2025-04-18,Cable Overhead Triceps Extension,Triceps,32.0,kgs,8,,,
2025-04-18,Rope Push Down,Triceps,30.0,kgs,10,,,
2025-04-18,Rope Push Down,Triceps,30.0,kgs,10,,,
2025-04-18,Rope Push Down,Triceps,30.0,kgs,10,,,
2025-04-20,Pull Up,Back,66.0,kgs,6,,,
2025-04-20,Pull Up,Back,66.0,kgs,6,,,
2025-04-20,Pull Up,Back,66.0,kgs,6,,,
2025-04-20,Pull Up,Back,66.0,kgs,6,,,
2025-04-20,Seated Cable Row,Back,59.0,kgs,8,,,
2025-04-20,Seated Cable Row,Back,59.0,kgs,8,,,
2025-04-20,Seated Cable Row,Back,61.3,kgs,6,,,
2025-04-20,Chin Up,Back,45.0,kgs,9,,,
2025-04-20,Chin Up,Back,45.0,kgs,9,,,
2025-04-20,Chin Up,Back,45.0,kgs,9,,,
2025-04-20,Rear Delt Machine Fly,Shoulders,52.0,kgs,8,,,
2025-04-20,Rear Delt Machine Fly,Shoulders,52.0,kgs,8,,,
2025-04-20,Rear Delt Machine Fly,Shoulders,52.0,kgs,7,,,
2025-04-20,Rear Delt Machine Fly,Shoulders,52.0,kgs,7,,,
2025-04-20,EZ-Bar Curl,Biceps,32.0,kgs,10,,,
2025-04-20,EZ-Bar Curl,Biceps,34.5,kgs,9,,,
2025-04-20,EZ-Bar Curl,Biceps,34.5,kgs,9,,,
2025-04-20,Dumbbell Hammer Curl,Biceps,14.0,kgs,7,,,
2025-04-20,Dumbbell Hammer Curl,Biceps,14.0,kgs,8,,,
2025-04-20,Dumbbell Hammer Curl,Biceps,14.0,kgs,8,,,
2025-04-24,Seated Leg Press (Quad Focus),Legs,77.5,kgs,7,,,
2025-04-24,Seated Leg Press (Quad Focus),Legs,77.5,kgs,7,,,
2025-04-24,Seated Leg Press (Quad Focus),Legs,77.5,kgs,7,,,
2025-04-24,Seated Leg Press (Quad Focus),Legs,77.5,kgs,7,,,
2025-04-24,Leg Press,Legs,160.0,kgs,7,,,
2025-04-24,Leg Press,Legs,160.0,kgs,7,,,
2025-04-24,Leg Press,Legs,160.0,kgs,7,,,
2025-04-24,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-04-24,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-04-24,Leg Extension Machine,Legs,52.0,kgs,8,,,
2025-04-24,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-04-24,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-04-24,Barbell Glute Bridge,Legs,20.0,kgs,6,,,
2025-04-24,Lying Leg Curl Machine,Legs,45.0,kgs,7,,,
2025-04-24,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-04-24,Lying Leg Curl Machine,Legs,45.0,kgs,8,,,
2025-04-24,Barbell Calf Raise,Legs,93.0,kgs,10,,,
2025-04-24,Barbell Calf Raise,Legs,100.0,kgs,8,,,
2025-04-24,Barbell Calf Raise,Legs,100.0,kgs,8,,,
2025-04-25,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-25,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-25,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2025-04-25,Incline Barbell Bench Press,Chest,40.0,kgs,7,,,
2025-04-25,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-25,Flat Machine Bench Press,Chest,40.0,kgs,9,,,
2025-04-25,Flat Machine Bench Press,Chest,40.0,kgs,8,,,
2025-04-25,Seated Machine Fly,Chest,45.0,kgs,10,,,
2025-04-25,Seated Machine Fly,Chest,47.3,kgs,8,,,
2025-04-25,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-04-25,Front Dumbbell Raise,Shoulders,16.3,kgs,9,,,
2025-04-25,Front Dumbbell Raise,Shoulders,16.3,kgs,8,,,
2025-04-25,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-25,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-25,Lateral Dumbbell Raise,Shoulders,9.0,kgs,8,,,
2025-04-25,Cable Overhead Triceps Extension,Triceps,27.0,kgs,10,,,
2025-04-25,Cable Overhead Triceps Extension,Triceps,32.0,kgs,7,,,
2025-04-25,Cable Overhead Triceps Extension,Triceps,32.0,kgs,7,,,
2025-04-25,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-04-25,Machine Push Down,Triceps,41.0,kgs,10,,,
2025-04-25,Machine Push Down,Triceps,41.0,kgs,9,,,
2025-04-25,Seated Machine Fly,Chest,47.3,kgs,10,,,
2025-04-25,Seated Machine Fly,Chest,47.3,kgs,10,,,
2025-04-26,Neutral Lat Pulldown,Back,59.0,kgs,8,,,
2025-04-26,Neutral Lat Pulldown,Back,59.0,kgs,7,,,
2025-04-26,Neutral Lat Pulldown,Back,59.0,kgs,7,,,
2025-04-26,Chest Supported Row,Back,54.3,kgs,7,,,
2025-04-26,Chest Supported Row,Back,54.3,kgs,7,,,
2025-04-26,Chest Supported Row,Back,54.3,kgs,7,,,
2025-04-26,Seated Wide Grip Row,Back,47.3,kgs,7,,,
2025-04-26,Seated Wide Grip Row,Back,45.0,kgs,9,,,
2025-04-26,Seated Wide Grip Row,Back,45.0,kgs,9,,,
2025-04-26,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-04-26,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-04-26,Cable Face Pull,Shoulders,36.0,kgs,10,,,
2025-04-26,Reverse Cable Flys,Shoulders,9.0,kgs,8,,,
2025-04-26,Reverse Cable Flys,Shoulders,9.0,kgs,8,,,
2025-04-26,Reverse Cable Flys,Shoulders,9.0,kgs,8,,,
2025-04-26,Standing Bayesian Cable Curl,Biceps,20.3,kgs,9,,,
2025-04-26,Standing Bayesian Cable Curl,Biceps,20.3,kgs,7,,,
2025-04-26,Standing Bayesian Cable Curl,Biceps,18.0,kgs,8,,,
2025-04-26,EZ-Bar Preacher Curl,Biceps,32.0,kgs,8,,,
2025-04-26,EZ-Bar Preacher Curl,Biceps,32.0,kgs,8,,,
2025-04-26,EZ-Bar Preacher Curl,Biceps,32.0,kgs,6,,,
2025-04-30,Flat Barbell Bench Press,Chest,52.5,kgs,9,,,
2025-04-30,Flat Barbell Bench Press,Chest,52.5,kgs,7,,,
2025-04-30,Flat Barbell Bench Press,Chest,52.5,kgs,7,,,
2025-04-30,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,9,,,
2025-04-30,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,9,,,
2025-04-30,Standing Barbell Shoulder Press,Shoulders,30.0,kgs,8,,,
2025-04-30,Cable Flys,Chest,14.0,kgs,9,,,
2025-04-30,Cable Flys,Chest,14.0,kgs,8,,,
2025-04-30,Cable Flys,Chest,14.0,kgs,8,,,
2025-04-30,Cable Lateral Raise,Shoulders,11.0,kgs,10,,,
2025-04-30,Cable Lateral Raise,Shoulders,11.0,kgs,8,,,
2025-04-30,Cable Lateral Raise,Shoulders,11.0,kgs,8,,,
2025-04-30,Cable Overhead Triceps Extension,Triceps,32.0,kgs,10,,,
2025-04-30,Cable Overhead Triceps Extension,Triceps,32.0,kgs,10,,,
2025-04-30,Cable Overhead Triceps Extension,Triceps,32.0,kgs,10,,,
2025-04-30,Rope Push Down,Triceps,27.0,kgs,8,,,
2025-04-30,Rope Push Down,Triceps,27.0,kgs,8,,,
2025-04-30,Rope Push Down,Triceps,27.0,kgs,8,,,
2025-04-30,Flat Barbell Bench Press,Chest,52.5,kgs,6,,,
